original_Store name,original_Address,original_City,original_State,original_Petition File Date (from Store Name),original_NLRB Case Number(s),original_Store Status,original_Vote Count Date,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Cheektowaga,"4255 Genesee St. Suite 100, Cheektowaga, NY, 14225",Cheektowaga,NY,"8/29/2021, 8:00:00 PM",03-RC-282139,Union Win,"1/9/2022, 7:00:00 PM",42.93229912168565,-78.72856639133575,"4255 Genesee Street, Cheektowaga, NY 14225, United States of America",,4255,Genesee Street,,,14225,Town of Cheektowaga,Erie County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Elmwood Avenue,"933 Elmwood Avenue , Buffalo, NY, 14222",Buffalo,NY,"8/29/2021, 8:00:00 PM",03-RC-282115,Union Win,"12/8/2021, 7:00:00 PM",42.922605700000005,-78.87669653483488,"Starbucks, 933 Elmwood Avenue, Buffalo, NY 14222, United States of America",Starbucks,933,Elmwood Avenue,Elmwood Village,,14222,Buffalo,Erie County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Canyon Crossing- Frederickson,"5602 176th St. East Building G, Frederickson, WA, 98375",Frederickson,WA,"10/13/2022, 8:00:00 PM",19-RC-305313,Union Loss,"11/28/2022, 7:00:00 PM",47.096021,-122.354763,"5602 176th Street East, Frederickson, WA 98375, United States of America",,5602,176th Street East,,,98375,Frederickson,Pierce County,Washington,WA,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Apache Trail & Delaware,"2580 W. Apache Trail , Apache Junction, AZ, 85120",Apache Junction,AZ,"10/10/2022, 8:00:00 PM",28-RC-305219,Union Loss,"11/20/2022, 7:00:00 PM",33.415974649999995,-111.57414555896666,"Starbucks, 2580 West Apache Trail, Apache Junction, AZ 85120, United States of America",Starbucks,2580,West Apache Trail,,,85120,Apache Junction,Pinal County,Arizona,AZ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Fremont & Phoenix,"1742 Fremont Blvd , Seaside, CA, 93955",Seaside,CA,"10/5/2022, 8:00:00 PM",32-RC-304809,Union Loss,"11/16/2022, 7:00:00 PM",36.612654,-121.84369,"1742 Fremont Boulevard, Seaside, CA 93955, United States of America",,1742,Fremont Boulevard,,Seaside,93955,Seaside,Monterey County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Huntingdon Valley Shopping Ctr,"789 Huntingdon Pike , Abington, PA, 19006",Abington,PA,"9/8/2022, 8:00:00 PM",04-RC-303151,Union Loss,"10/18/2022, 8:00:00 PM",40.0886879,-75.0927648,"Starbucks, 789 Huntingdon Pike, Abington Township, PA 19006, United States of America",Starbucks,789,Huntingdon Pike,,,19006,Abington Township,Montgomery County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Main Street - Breckenridge,"225 S. Main Street , Breckenridge, CO, 80424",Breckenridge,CO,"9/1/2022, 8:00:00 PM",27-RC-302626,Union Loss,"10/17/2022, 8:00:00 PM",39.4797655,-106.0460533,"Starbucks, 225 South Main Street, Breckenridge, CO 80424, United States of America",Starbucks,225,South Main Street,,,80424,Breckenridge,Summit County,Colorado,CO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Victory & Empire,"1711 North Victory Place , Burbank, CA, 91502",Burbank,CA,"7/12/2022, 8:00:00 PM",31-RC-299294,Union Loss,"9/19/2022, 8:00:00 PM",34.191186,-118.328393,"1711 North Victory Place, Burbank, CA 91502, United States of America",,1711,North Victory Place,,Northwest District,91502,Burbank,Los Angeles County,California,CA,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Madison Farms,"4727 Freemansburg Avenue , Bethlehem, PA, 18045",Bethlehem,PA,"7/10/2022, 8:00:00 PM",04-RC-299148,Union Loss,"9/22/2022, 8:00:00 PM",40.650497,-75.2942017,"Starbucks, 4727 Freemansburg Avenue, Bethlehem Township, PA 18045, United States of America",Starbucks,4727,Freemansburg Avenue,,,18045,Bethlehem Township,Northampton County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Route 28","288 Main Street , Reading, MA, 1867",Reading,MA,"6/26/2022, 8:00:00 PM",01-RC-298347,Union Loss,"8/30/2022, 8:00:00 PM",42.51554275,-71.10408960000001,"288 Main Street, Reading, MA 01867, United States of America",,288,Main Street,,,01867,Reading,Middlesex County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5th & Boonslick,"1030 So. 5th Street , St. Charles, MO, 63301",St. Charles,MO,"6/20/2022, 8:00:00 PM",14-RC-297892,Union Loss,"8/30/2022, 8:00:00 PM",38.783855,-90.481677,"Saint Charles, MO, United States of America",,,,,,,Saint Charles,Saint Charles County,Missouri,MO,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
San Pablo & El Portal,"14330 San Pablo Ave A, San Pablo, CA, 94806",San Pablo,CA,"6/15/2022, 8:00:00 PM",32-RC-297724,Union Loss,"8/28/2022, 8:00:00 PM",37.9644532,-122.3447286,"14330 San Pablo Avenue, San Pablo, CA 94806, United States of America",,14330,San Pablo Avenue,,,94806,San Pablo,Contra Costa County,California,CA,United States,us,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Brookhurst & Stanford,"12711 Brookhurst Street , Garden Grove, CA, 92840",Garden Grove,CA,"6/14/2022, 8:00:00 PM",21-RC-297661,Union Loss,"8/31/2022, 8:00:00 PM",33.77903168497641,-117.9585143631096,"12711 Brookhurst Street, Garden Grove, CA 92840, United States of America",,12711,Brookhurst Street,,,92840,Garden Grove,Orange County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1201 Market,"1201 Market Street , Philadelphia, PA, 19107",Philadelphia,PA,"6/2/2022, 8:00:00 PM",04-RC-297037,Union Loss,"7/12/2022, 8:00:00 PM",39.952543000000006,-75.16060407927046,"Philadelphia Marriott Downtown, 1201 Market Street, Philadelphia, PA 19107, United States of America",Philadelphia Marriott Downtown,1201,Market Street,Gayborhood,Center City,19107,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
McKnight and Siebert,"4885 McKnight Road , Pittsburgh, PA, 15237",Pittsburgh,PA,"5/19/2022, 8:00:00 PM",06-RC-296139,Union Loss,"7/25/2022, 8:00:00 PM",40.51208271084337,-80.0040296506024,"4885 McKnight Road, Ross Township, PA 15237, United States of America",,4885,McKnight Road,,,15237,Ross Township,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
281 & Hwy 46,"109 Old Boerne Rd , Bulverde, TX, 78163",Bulverde,TX,"5/19/2022, 8:00:00 PM",16-RC-296156,Union Loss,"7/24/2022, 8:00:00 PM",29.79713905,-98.42224329293697,"Starbucks, 109 Old Boerne Road, Bulverde, TX 78163, United States of America",Starbucks,109,Old Boerne Road,,,78163,Bulverde,Comal County,Texas,TX,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
21st & Amidon,"2166 N. Amidon , Wichita, KS, 67203",Wichita,KS,"5/19/2022, 8:00:00 PM",14-RC-296161,Union Loss,"7/31/2022, 8:00:00 PM",37.721595,-97.362706,"2166 North Amidon Avenue, Wichita, KS 67203, United States of America",,2166,North Amidon Avenue,Wichita,,67203,Wichita,Sedgwick County,Kansas,KS,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
7th & Roosevelt,"837 N. 7th Avenue , Phoenix, AZ, 85007",Phoenix,AZ,"5/5/2022, 8:00:00 PM",28-RC-295386,Union Loss,"8/2/2022, 8:00:00 PM",33.45761945946395,-112.08248594474716,"837 North 7th Avenue, Phoenix, AZ 85007, United States of America",,837,North 7th Avenue,,,85007,Phoenix,Maricopa County,Arizona,AZ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Latrobe & Town Ctr El Dorado Hills,"4311 Town Center Blvd. 450, El Dorado Hills, CA, 95762",El Dorado Hills,CA,"5/2/2022, 8:00:00 PM",32-RC-295074,Union Loss,"7/12/2022, 8:00:00 PM",38.6497461,-121.0690999,"4311 Town Center Boulevard, El Dorado Hills, CA 95762, United States of America",,4311,Town Center Boulevard,,,95762,El Dorado Hills,El Dorado County,California,CA,United States,us,0.63,1,0.63,,,
Nuckols Rd & Twin Hickory,"11332 Nuckols Road , Glen Allen, VA, 23059",Glen Allen,VA,"5/1/2022, 8:00:00 PM",05-RC-295021,Union Loss,"6/9/2022, 8:00:00 PM",37.682633100000004,-77.5885674795093,"Starbucks, 11332 Nuckols Road, Short Pump, VA 23059, United States of America",Starbucks,11332,Nuckols Road,,,23059,Short Pump,Henrico County,Virginia,VA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
400 Park Avenue,"400 Park Avenue , Winter Park, FL, 32789",Winter Park,FL,"5/1/2022, 8:00:00 PM",12-RC-295000,Union Loss,"7/19/2022, 8:00:00 PM",28.594855,-81.350605,"400 South Park Avenue, Winter Park, FL 32789, United States of America",,400,South Park Avenue,,,32789,Winter Park,Orange County,Florida,FL,United States,us,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Herndon Ave & Marks,"7010 North Marks Avenue Suite 105, Fresno, CA, 93711",Fresno,CA,"4/28/2022, 8:00:00 PM",32-RC-294940,Union Loss,"7/10/2022, 8:00:00 PM",36.83749660276117,-119.8473190564427,"7010 North Marks Avenue, Fresno, CA 93711, United States of America",,7010,North Marks Avenue,,,93711,Fresno,Fresno County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
McKee & Triverton Pike,"2981 Triverton Pike Dr. , Fitchburg, WI, 53711",Fitchburg,WI,"4/25/2022, 8:00:00 PM",18-RC-294802,Union Loss,"7/10/2022, 8:00:00 PM",43.0161891,-89.4289711,"2981 Triverton Pike Drive, Fitchburg, WI 53711, United States of America",,2981,Triverton Pike Drive,Highlands of Seminole,,53711,Fitchburg,Dane County,Wisconsin,WI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
I-24 & Sam Ridley Pkwy,"620 Sam Ridley Pkwy West , Smyrna, TN, 37167",Smyrna,TN,"4/24/2022, 8:00:00 PM",10-RC-294624,Union Loss,"7/25/2022, 8:00:00 PM",35.995765,-86.5328475,"Sam Ridley Pkwy West, Smyrna, TN 37167, United States of America",Sam Ridley Pkwy West,,Sam Ridley Pkwy West,,,37167,Smyrna,Rutherford County,Tennessee,TN,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hwy 169 & Anderson Lakes Pkwy,"9250 Hennepin Town Road , Eden Prairie, MN, 55344",Eden Prairie,MN,"4/21/2022, 8:00:00 PM",18-RC-294643,Union Loss,"6/30/2022, 8:00:00 PM",44.83314262246886,-93.39890419789208,"9250 Hennepin Town Road, Eden Prairie, MN 55347, United States of America",,9250,Hennepin Town Road,,,55347,Eden Prairie,Hennepin County,Minnesota,MN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hollister & Storke-Goleta,"7030 Marketplace Drive , Goleta, CA, 93117",Goleta,CA,"4/19/2022, 8:00:00 PM",31-RC-294436,Union Loss,"6/23/2022, 8:00:00 PM",34.4295715,-119.8724395,"Starbucks, 7030 Marketplace Drive, Goleta, CA 93117, United States of America",Starbucks,7030,Marketplace Drive,,Camino Real Marketplace,93117,Goleta,Santa Barbara County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Page Rd & Slater Rd,"1119 Slater Rd , Durham, NC, 27703",Durham,NC,"4/14/2022, 8:00:00 PM",10-RC-294066,Union Loss,"5/25/2022, 8:00:00 PM",35.8792429,-78.8472609,"Starbucks, 1119 Slater Road, Durham, NC 27703, United States of America",Starbucks,1119,Slater Road,,,27703,Durham,Durham County,North Carolina,NC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hwy 278 & Pace,"3130 Highway 278 NW , Covington, GA, 30014",Covington,GA,"4/14/2022, 8:00:00 PM",10-RC-294094,Union Loss,"5/31/2022, 8:00:00 PM",33.6027808,-83.8607531,"3130 Highway 278 Northwest, Covington, GA 30014, United States of America",,3130,Highway 278 Northwest,,,30014,Covington,Newton County,Georgia,GA,United States,us,1,1,1,,,
Clarkson & Baxter,"1720 Clarkson Road , Chesterfield, MO, 63017",Chesterfield,MO,"4/11/2022, 8:00:00 PM",14-RC-293917,Union Loss,"6/30/2022, 8:00:00 PM",38.6422389,-90.5662315,"1720 Clarkson Road, Chesterfield, MO 63017, United States of America",,1720,Clarkson Road,,,63017,Chesterfield,Saint Louis County,Missouri,MO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2nd & Covina,"5251 E 2nd Street , Long Beach, CA, 90803",Long Beach,CA,"4/10/2022, 8:00:00 PM",21-RC-293881,Union Loss,"6/20/2022, 8:00:00 PM",33.75984666666667,-118.13366016666666,"5251 East 2nd Street, Long Beach, CA 90803, United States of America",,5251,East 2nd Street,Marina Pacifica,Naples,90803,Long Beach,Los Angeles County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Citrus & Rowland,"611 South Citrus Ave , Covina, CA, 91723",Covina,CA,"4/10/2022, 8:00:00 PM",21-RC-293882,Union Loss,"6/20/2022, 8:00:00 PM",34.078619312499995,-117.8899483125,"611 South Citrus Avenue, Covina, CA 91723, United States of America",,611,South Citrus Avenue,,,91723,Covina,Los Angeles County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Warwick, Pace Boulevard","25 Pace Blvd Unit A, Warwick, RI, 2886",Warwick,RI,"4/5/2022, 8:00:00 PM",01-RC-293595,Union Loss,"8/30/2022, 8:00:00 PM",41.702331189874755,-71.49653890266178,"25 Pace Boulevard, Warwick, RI 02886, United States of America",,25,Pace Boulevard,,Warwick,02886,,Kent County,Rhode Island,RI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hwy 9 & Classen Blvd,"3051 Classen Blvd , Norman, OK, 73071",Norman,OK,"4/4/2022, 8:00:00 PM",14-RC-293567,Union Loss,"7/5/2022, 8:00:00 PM",35.18213955,-97.41638133018753,"Starbucks, 3051 Classen Boulevard, Norman, OK 73071, United States of America",Starbucks,3051,Classen Boulevard,,,73071,Norman,Cleveland County,Oklahoma,OK,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"McKnight Road, Northbound","4840 McKnight Road , Pittsburgh, PA, 15237",Pittsburgh,PA,"4/3/2022, 8:00:00 PM",06-RC-293424,Union Loss,"5/30/2022, 8:00:00 PM",40.51228430722892,-80.00405793373494,"4840 McKnight Road, Ross Township, PA 15237, United States of America",,4840,McKnight Road,,,15237,Ross Township,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Natural Bridge & St Charles Rock Rd,"12419 St. Charles Rock Road , Bridgeton, MO, 63044",Bridgeton,MO,"3/31/2022, 8:00:00 PM",14-RC-293357,Union Loss,"6/12/2022, 8:00:00 PM",38.7555084,-90.4301156,"12419 Saint Charles Rock Road, Bridgeton, MO 63044, United States of America",,12419,Saint Charles Rock Road,,,63044,Bridgeton,Saint Louis County,Missouri,MO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5351 Lyndale Avenue South,"5351 Lyndale Ave South , Minneapolis, MN, 55419",Minneapolis,MN,"3/29/2022, 8:00:00 PM",18-RC-293227,Union Loss,"6/13/2022, 8:00:00 PM",44.905213,-93.2879882,"Starbucks, 5351 Lyndale Avenue South, Minneapolis, MN 55419, United States of America",Starbucks,5351,Lyndale Avenue South,Tangletown,Southwest,55419,Minneapolis,Hennepin County,Minnesota,MN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Charlotte St.,"62 Charlotte Street , Asheville, NC, 28801",Asheville,NC,"3/28/2022, 8:00:00 PM",10-RC-293160,Union Loss,"5/10/2022, 8:00:00 PM",35.60160583333333,-82.54673483333333,"62 Charlotte Street, Asheville, NC 28801, United States of America",,62,Charlotte Street,,,28801,Asheville,Buncombe County,North Carolina,NC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"54th St. & Ray Rd., Chandler","885 N. 54th Street 1, Chandler, AZ, 85226",Chandler,AZ,"3/28/2022, 8:00:00 PM",28-RC-293178,Union Loss,"6/8/2022, 8:00:00 PM",33.317212,-111.968048,"885 North 54th Street, Chandler, AZ 85226, United States of America",,885,North 54th Street,,,85226,Chandler,Maricopa County,Arizona,AZ,United States,us,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Ben Hill Griffin Parkway,"19533 Highland Oaks Dr. Suite 140, Estero, FL, 33928",Estero,FL,"3/21/2022, 8:00:00 PM",12-RC-292669,Union Loss,"5/5/2022, 8:00:00 PM",26.4381474,-81.8067537,"Estero, FL 33928, United States of America",Estero,,,,,33928,Estero,Lee County,Florida,FL,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gold River,"2095 Golden Center #10 , Gold River, CA, 95670",Gold River,CA,"3/17/2022, 8:00:00 PM",20-RC-292521,Union Loss,"6/5/2022, 8:00:00 PM",38.6267235,-121.2636259,"2095 Golden Centre Lane, Gold River Town Center, CA 95670, United States of America",,2095,Golden Centre Lane,,Gold River Town Center,95670,,Sacramento County,California,CA,United States,us,0.7,1,0.7,,,
Katella & Los Alamitos,"3575 Katella Avenue , Los Alamitos, CA, 90720",Los Alamitos,CA,"3/15/2022, 8:00:00 PM",21-RC-292423,Union Loss,"5/22/2022, 8:00:00 PM",33.803269739040665,-118.0702318581649,"3575 Katella Avenue, Los Alamitos, CA 90720, United States of America",,3575,Katella Avenue,,,90720,Los Alamitos,Orange County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Fortress and John Rice,"1144 Fortress Blvd Suite A, Murfreesboro, TN, 37128",Murfreesboro,TN,"3/13/2022, 8:00:00 PM","10-CA-294365,10-RC-292155",Union Loss,"5/26/2022, 8:00:00 PM",35.864020591836734,-86.4647125510204,"1144 Fortress Boulevard, Murfreesboro, TN 37128, United States of America",,1144,Fortress Boulevard,,,37128,Murfreesboro,Rutherford County,Tennessee,TN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
8th Ave & 49th St,"583 West 49th Street , Hialeah, FL, 33012",Hialeah,FL,"3/8/2022, 7:00:00 PM",12-RC-291975,Union Loss,"4/19/2022, 8:00:00 PM",25.8670796,-80.29340688655944,"583 West 49th Street, Hialeah, FL 33012, United States of America",,583,West 49th Street,,,33012,Hialeah,Miami-Dade County,Florida,FL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Huntsman Square,"7475 Huntsman Blvd. , Springfield, VA, 22153",Springfield,VA,"2/22/2022, 7:00:00 PM",05-RC-291121,Union Loss,"4/13/2022, 8:00:00 PM",38.1320798,-78.427788,"Springfield, VA 22911, United States of America",Springfield,,,,,22911,Springfield,Albemarle County,Virginia,VA,United States,us,0.075,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Newtonville,"16-18 Austin Street , Newtonville, MA, 2460",Newtonville,MA,"2/16/2022, 7:00:00 PM",01-RC-290847,Union Loss,"6/29/2022, 8:00:00 PM",42.3503673,-71.2075150431439,"Starbucks, 16-18 Austin Street, Newton, MA 02460, United States of America",Starbucks,16-18,Austin Street,,Newtonville,02460,Newton,Middlesex County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
125 Summer St.,"125 Summer Street , Boston, MA, 2110",Boston,MA,"2/16/2022, 7:00:00 PM",01-RC-290850,Union Loss,"7/13/2022, 8:00:00 PM",42.352987049999996,-71.05745119735222,"125 Summer Street, Boston, MA 02111, United States of America",125 Summer Street,125,Summer Street,Church Green,Downtown Boston,02111,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Magnolia & Governors Square Blvd,"222 S Magnolia Drive Suite 101, Tallahassee, FL, 32301",Tallahassee,FL,"2/15/2022, 7:00:00 PM",12-RC-290711,Union Loss,"5/24/2022, 8:00:00 PM",30.440023449999998,-84.26217274999999,"222 South Magnolia Drive, Tallahassee, FL 32301, United States of America",,222,South Magnolia Drive,,,32301,Tallahassee,Leon County,Florida,FL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wake Forest Rd and Six Forks Rd,"2901 Sherman Oak Place , Raleigh, NC, 27609",Raleigh,NC,"2/14/2022, 7:00:00 PM",10-RC-290674,Union Loss,"5/2/2022, 8:00:00 PM",35.82135045,-78.62277599010777,"Starbucks, 2901 Sherman Oak Place, Raleigh, NC 27609, United States of America",Starbucks,2901,Sherman Oak Place,,Midtown East,27609,Raleigh,Wake County,North Carolina,NC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mililani Shopping Center,"95-221 Kipapa Drive , Mililani, HI, 96789",Mililani,HI,"2/10/2022, 7:00:00 PM",20-RC-290481,Union Loss,"5/1/2022, 8:00:00 PM",21.4579572,-158.01542310144796,"95-221 Kipapa Drive, Mililani, HI 96789, United States of America",,95-221,Kipapa Drive,,Mililani Shopping Center,96789,Mililani,Honolulu County,Hawaii,HI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Great Neck - The Gardens,"6 Great Neck Road , Great Neck, NY, 11021",Great Neck,NY,"2/9/2022, 7:00:00 PM",29-RC-290364,Union Loss,"5/2/2022, 8:00:00 PM",40.785913,-73.725997,"6 Great Neck Road, Village of Great Neck Plaza, NY 11021, United States of America",,6,Great Neck Road,North Hempstead,,11021,Village of Great Neck Plaza,Nassau County,New York,NY,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
S. University & Church,"1214 South University Ave , Ann Arbor, MI, 48104",Ann Arbor,MI,"2/7/2022, 7:00:00 PM",07-RC-290313,Union Loss,"6/6/2022, 8:00:00 PM",42.274722600000004,-83.73385885577935,"1214 South University Avenue, Ann Arbor, MI 48104, United States of America",,1214,South University Avenue,,,48104,Ann Arbor,Washtenaw County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mason & Lassen,"9857 Mason Avenue , Chatsworth, CA, 91311",Chatsworth,CA,"2/1/2022, 7:00:00 PM",31-RC-289988,Union Loss,"6/28/2022, 8:00:00 PM",34.249423,-118.579996,"9857 Mason Avenue, Los Angeles, CA 91311, United States of America",,9857,Mason Avenue,,Chatsworth,91311,Los Angeles,Los Angeles County,California,CA,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Grand Blanc - S Saginaw,"11353 South Saginaw St , Grand Blanc, MI, 48439",Grand Blanc,MI,"1/30/2022, 7:00:00 PM",07-RC-289860,Union Loss,"6/8/2022, 8:00:00 PM",42.928184,-83.631458,"11350 South Saginaw Street, Grand Blanc, MI 48439, United States of America",,11350,South Saginaw Street,Grand Blanc,,48439,Grand Blanc,Genesee County,Michigan,MI,United States,us,0.7,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Callowhill Street,"1945 Callowhill Street , Philadelphia, PA, 19130",Philadelphia,PA,"1/27/2022, 7:00:00 PM",04-RC-289708,Union Loss,"5/24/2022, 8:00:00 PM",39.96076947534626,-75.17071051199885,"1945 Callowhill Street, Philadelphia, PA 19130, United States of America",,1945,Callowhill Street,,Center City,19130,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1200 Westlake Ave,"1200 Westlake Ave N , Seattle, WA, 98109",Seattle,WA,"1/24/2022, 7:00:00 PM",19-RC-289455,Union Loss,"6/5/2022, 8:00:00 PM",47.6298971,-122.3394817,"1200 Westlake Avenue North, Seattle, WA 98109, United States of America",,1200,Westlake Avenue North,Westlake,,98109,Seattle,King County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Downtown LaGrange,"38 S La Grange Rd , La Grange, IL, 60525",La Grange,IL,"1/13/2022, 7:00:00 PM",13-RC-288995,Union Loss,"5/5/2022, 8:00:00 PM",41.81401,-87.869725,"38 South La Grange Road, La Grange, IL 60525, United States of America",,38,South La Grange Road,,,60525,La Grange,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Logan & California,"2543 N. California , Chicago, IL, 60647",Chicago,IL,"1/9/2022, 7:00:00 PM",13-RC-288667,Union Loss,"6/6/2022, 8:00:00 PM",41.8755616,-87.6244212,"Chicago, IL, United States of America",,,,,,,Chicago,Cook County,Illinois,IL,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Randolph & Wabash,"155 N Wabash , Chicago, IL, 60601",Chicago,IL,"1/29/2021, 7:00:00 PM",13-RC-288328,Union Loss,"6/6/2022, 8:00:00 PM",41.8844744,-87.6262388,"155 North Wabash Avenue, Chicago, IL 60601, United States of America",,155,North Wabash Avenue,Chicago,Loop,60601,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
Oakway Mall,"65 Oakway Center , Eugene, OR, 97401",Eugene,OR,"1/30/2002, 7:00:00 PM",19-RC-289817,Union Loss,"4/27/2022, 8:00:00 PM",44.065288,-123.075485,"65 Oakway Center, Eugene, OR 97401, United States of America",,65,Oakway Center,,,97401,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Middle & Exchange St.,"176 Middle St. , Portland, ME, 4101",Portland,ME,"8/22/2022, 8:00:00 PM",01-RC-301879,Store Closed,"10/16/2022, 8:00:00 PM",43.6575946,-70.2546375,"176 Middle Street, Portland, ME 04101, United States of America",,176,Middle Street,Old Port,,04101,Portland,Cumberland County,Maine,ME,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4th & Morrison - Portland,"401 SW Morrison , Portland, OR, 97204",Portland,OR,"5/30/2022, 8:00:00 PM",19-RC-296755,Store Closed,"8/4/2022, 8:00:00 PM",45.5202471,-122.674194,"Portland, OR, United States of America",,,,,,,Portland,Multnomah County,Oregon,OR,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
