original_Store name,original_Address,original_City,original_State,original_Petition File Date (from Store Name),original_NLRB Case Number(s),original_Store Status,original_Vote Count Date,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
5835 Leetsdale,"5835 Leetsdale Drive , Denver, CO, 80224",Denver,CO,"3/21/2022, 8:00:00 PM",27-RC-292681,Union Win,"5/18/2022, 8:00:00 PM",39.70682935754068,-104.92026665498122,"5835 Leetsdale Drive, Denver, CO 80224, United States of America",,5835,Leetsdale Drive,,,80224,Denver,,Colorado,CO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
St Anthony - 37th & Silver Lake Rd,"3704 Silver Lake Rd NE , St. Anthony, MN, 55421",St. Anthony,MN,"3/21/2022, 8:00:00 PM",18-RC-292716,Union Win,"6/5/2022, 8:00:00 PM",45.036953,-93.218561,"3704 Silver Lake Road Northeast, St. Anthony, MN 55421, United States of America",,3704,Silver Lake Road Northeast,,,55421,St. Anthony,Ramsey County,Minnesota,MN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
45th & N. Lamar,"4400 N Lamar Ste 104, Austin, TX, 78756",Austin,TX,"3/20/2022, 8:00:00 PM",16-RC-292620,Union Win,"6/2/2022, 8:00:00 PM",30.31239,-97.738854,"4400 North Lamar Boulevard, Austin, TX 78756, United States of America",,4400,North Lamar Boulevard,,Triangle State,78756,Austin,Travis County,Texas,TX,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
Westmoreland,"7001 SE Milwaukee Ave , Portland, OR, 97202",Portland,OR,"3/17/2022, 8:00:00 PM",19-RC-292533,Union Win,"5/23/2022, 8:00:00 PM",45.473622,-122.648883,"7001 SE Milwaukie Avenue, Portland, OR 97202, United States of America",,7001,SE Milwaukie Avenue,,Sellwood-Moreland,97202,Portland,Multnomah County,Oregon,OR,United States,us,0.7999999999999999,1,0.7999999999999999,© OpenAddresses contributors,BSD-3-Clause License,
Astoria Blvd & 31st St,"30-18 Astoria Blvd , Astoria, NY, 11102",Astoria,NY,"3/17/2022, 8:00:00 PM",29-RC-292481,Union Win,"6/5/2022, 8:00:00 PM",40.7700243,-73.9184252,"30-18 Astoria Boulevard, New York, NY 11102, United States of America",,30-18,Astoria Boulevard,Astoria,Queens,11102,New York,,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Milwaukie Marketplace,"10826 SE Oak Street , Milwaukie, OR, 97222",Milwaukie,OR,"3/17/2022, 8:00:00 PM",19-RC-292533,Union Win,"5/23/2022, 8:00:00 PM",45.4438972,-122.6276296,"Starbucks, 10826 Southeast Oak Street, Milwaukie, OR 97222, United States of America",Starbucks,10826,Southeast Oak Street,,Lake Road,97222,Milwaukie,Clackamas County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2344 Eastlake,"2344 Eastlake Ave E , Seattle, WA, 98102",Seattle,WA,"3/17/2022, 8:00:00 PM",19-RC-292503,Union Win,"5/26/2022, 8:00:00 PM",47.64102389999999,-122.32555431594785,"Starbucks, 2344 Eastlake Avenue East, Seattle, WA 98102, United States of America",Starbucks,2344,Eastlake Avenue East,Eastlake,,98102,Seattle,King County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
23rd & Robinson,"132 NW 23rd Street , Oklahoma City, OK, 73103",Oklahoma City,OK,"3/16/2022, 8:00:00 PM",14-RC-292446,Union Win,"5/30/2022, 8:00:00 PM",35.49313138290321,-97.51507192822262,"132 Northwest 23rd Street, Oklahoma City, OK 73103, United States of America",,132,Northwest 23rd Street,,,73103,Oklahoma City,Oklahoma County,Oklahoma,OK,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Houston & St. Mary's,"200 E. Houston St. , San Antonio, TX, 78205",San Antonio,TX,"3/15/2022, 8:00:00 PM",16-RC-292335,Union Win,"6/20/2022, 8:00:00 PM",29.426382,-98.491192,"200 East Houston Street, San Antonio, TX 78205, United States of America",,200,East Houston Street,,Downtown,78205,San Antonio,Bexar County,Texas,TX,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
University Circle - UH,"11302 Euclid Avenue , Cleveland, OH, 44106",Cleveland,OH,"3/15/2022, 8:00:00 PM",08-RC-292577,Union Win,"7/21/2022, 8:00:00 PM",41.5081621,-81.6059739,"Citizens Bank University Circle, 11302 Euclid Avenue, Cleveland, OH 44106, United States of America",Citizens Bank University Circle,11302,Euclid Avenue,Uptown,,44106,Cleveland,Cuyahoga County,Ohio,OH,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Millwood Ave & Butler St,"3009 Millwood Ave. Suite 100, Columbia, SC, 29205",Columbia,SC,"3/15/2022, 8:00:00 PM",10-RC-292341,Union Win,"5/25/2022, 8:00:00 PM",34.001569302131685,-80.99829918134678,"3009 Millwood Avenue, Columbia, SC 29205, United States of America",,3009,Millwood Avenue,,,29205,Columbia,Richland County,South Carolina,SC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LaGrange and Factory,"12911 Factory Lane , Louisville, KY, 40245",Louisville,KY,"3/15/2022, 8:00:00 PM",09-RC-292370,Union Win,"5/25/2022, 8:00:00 PM",38.2891491,-85.5109129,"Starbucks, 12911 Factory Lane, Louisville, KY 40245, United States of America",Starbucks,12911,Factory Lane,,,40245,Louisville,Jefferson County,Kentucky,KY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2nd & Central,"138 S. Central Avenue , Los Angeles, CA, 90012",Los Angeles,CA,"3/14/2022, 8:00:00 PM",21-RC-292310,Union Win,"5/22/2022, 8:00:00 PM",34.048592,-118.2390565,"138 South Central Avenue, Los Angeles, CA 90012, United States of America",,138,South Central Avenue,,Downtown,90012,Los Angeles,Los Angeles County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52 Curtiss Pkwy,"52 Curtiss Pkwy , Miami Springs, FL, 33166",Miami Springs,FL,"3/13/2022, 8:00:00 PM",12-RC-292183,Union Win,"5/9/2022, 8:00:00 PM",25.8218219,-80.2813458,"52 Curtiss Parkway, Miami Springs, FL 33166, United States of America",,52,Curtiss Parkway,,Miami Springs,33166,,Miami-Dade County,Florida,FL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gallows and Gatehouse,"3046 Gatehouse Plaza , Falls Church, VA, 22042",Falls Church,VA,"3/13/2022, 8:00:00 PM",05-RC-292283,Union Win,"4/21/2022, 8:00:00 PM",38.865024,-77.197125,"West Falls Church, VA 22042, United States of America",22042,,,,,22042,West Falls Church,Fairfax County,Virginia,VA,United States,us,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
Kingston Pike & Montvue,"7803 Montvue Center Way , Knoxville, TN, 37919",Knoxville,TN,"3/13/2022, 8:00:00 PM",10-RC-292148,Union Win,"5/25/2022, 8:00:00 PM",35.9603948,-83.9210261,"Knoxville, TN, United States of America",,,,,,,Knoxville,Knox County,Tennessee,TN,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Leesburg Plaza,"526 E. Market Street , Leesburg, VA, 20176",Leesburg,VA,"3/13/2022, 8:00:00 PM",05-RC-292280,Union Win,"5/22/2022, 8:00:00 PM",39.10867868355747,-77.5516212910071,"526 East Market Street, Leesburg, VA 20176, United States of America",,526,East Market Street,,,20176,Leesburg,Loudoun County,Virginia,VA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Williamsville Place,"5395-5495 Sheridan Drive , Amherst, NY, 14221",Amherst,NY,"3/13/2022, 8:00:00 PM",03-RC-292127,Union Win,"5/22/2022, 8:00:00 PM",42.9779784,-78.7340707,"Starbucks, 5395-5495 Sheridan Drive, Amherst, NY 14221, United States of America",Starbucks,5395-5495,Sheridan Drive,,,14221,Town of Amherst,Erie County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Waban,"474 Woodward Street , Waban, MA, 2468",Waban,MA,"3/13/2022, 8:00:00 PM",01-RC-292142,Union Win,"5/18/2022, 8:00:00 PM",42.3264343,-71.2302455,"Starbucks, 474 Woodward Street, Newton, MA 02468, United States of America",Starbucks,474,Woodward Street,,Waban,02468,Newton,Middlesex County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
W.24th & Nueces (White House),"504 W 24th St Suite B, Austin, TX, 78705",Austin,TX,"3/10/2022, 7:00:00 PM",16-RC-292111,Union Win,"6/9/2022, 8:00:00 PM",30.28797025,-97.7426445137935,"504 West 24th Street, Austin, TX 78705, United States of America",,504,West 24th Street,The Drag,,78705,Austin,Travis County,Texas,TX,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SE Powell & 28th - Portland,"2880 SE Powell Blvd , Portland, OR, 97202",Portland,OR,"3/10/2022, 7:00:00 PM",19-RC-292093,Union Win,"5/16/2022, 8:00:00 PM",45.49729085,-122.63617020251871,"Starbucks, 2880 Southeast Powell Boulevard, Portland, OR 97202, United States of America",Starbucks,2880,Southeast Powell Boulevard,,Creston-Kenilworth,97202,Portland,Multnomah County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
E. 39th and Arrowhead,"18710 E. 39th St , Independence, MO, 64057",Independence,MO,"3/9/2022, 7:00:00 PM",14-RC-292066,Union Win,"5/23/2022, 8:00:00 PM",39.048551,-94.359918,"18710 East 39th Street South, Independence, MO 64057, United States of America",,18710,East 39th Street South,Blue Township,,64057,Independence,Jackson County,Missouri,MO,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
S. Nevada and Brookside,"1455 S Nevada Ave , Colorado Springs, CO, 80905",Colorado Springs,CO,"3/9/2022, 7:00:00 PM",27-RC-292032,Union Win,"5/18/2022, 8:00:00 PM",38.81329867346939,-104.8225279489796,"1455 South Nevada Avenue, Colorado Springs, CO 80905, United States of America",,1455,South Nevada Avenue,,,80905,Colorado Springs,El Paso County,Colorado,CO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
16th & Tremont,"303 16th Street Ste. 100, Denver, CO, 80202",Denver,CO,"3/9/2022, 7:00:00 PM",27-RC-292041,Union Win,"5/18/2022, 8:00:00 PM",39.7427384,-104.9887055,"Noodles & Company, 303 16th Street Mall, Denver, CO 80202, United States of America",Noodles & Company,303,16th Street Mall,,16th Street Mall,80202,Denver,,Colorado,CO,United States,us,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augusta Exchange,"228 Robert C Daniel Parkway , Augusta, GA, 30909",Augusta,GA,"3/9/2022, 7:00:00 PM",10-RC-292010,Union Win,"4/27/2022, 8:00:00 PM",33.47620057142857,-82.07092785714286,"228 Robert C. Daniel Junior Parkway, Augusta, GA 30909, United States of America",,228,Robert C. Daniel Junior Parkway,,,30909,Augusta,Richmond County,Georgia,GA,United States,us,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Flint, Miller Road & I-75","3243 Miller Rd , Flint, MI, 48507",Flint,MI,"3/8/2022, 7:00:00 PM",07-RC-291984,Union Win,"6/8/2022, 8:00:00 PM",42.994392298507464,-83.72803967910448,"3243 Miller Road, Flint, MI 48503, United States of America",,3243,Miller Road,,,48503,Flint,Genesee County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Grand River & Stoddard,"1141 E. Grand River , East Lansing, MI, 48823",East Lansing,MI,"3/8/2022, 7:00:00 PM",07-RC-292006,Union Win,"6/8/2022, 8:00:00 PM",42.731216,-84.467372,"1141 East Grand River Avenue, East Lansing, MI 48823, United States of America",,1141,East Grand River Avenue,East Lansing,,48823,East Lansing,Ingham County,Michigan,MI,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
Burton & Rosemont,"2480 Burton St SE , Grand Rapids, MI, 49546",Grand Rapids,MI,"3/8/2022, 7:00:00 PM",07-RC-291974,Union Win,"5/12/2022, 8:00:00 PM",42.926766,-85.6060897,"Starbucks, 2480 Burton Street Southeast, Grand Rapids, MI 49546, United States of America",Starbucks,2480,Burton Street Southeast,,Third Ward,49546,Grand Rapids,Kent County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1700 W Nursery Rd.,"1700 W Nursery Rd , Linthicum Heights, MD, 21090",Linthicum Heights,MD,"3/7/2022, 7:00:00 PM",05-RC-291899,Union Win,"5/9/2022, 8:00:00 PM",39.1996983,-76.6831502,"Jimmy John's, 1700 West Nursery Road, Linthicum, MD 21090, United States of America",Jimmy John's,1700,West Nursery Road,,,21090,Linthicum,Anne Arundel County,Maryland,MD,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Candlewood St. & Lakewood Blvd.,"4833 Candlewood Street , Lakewood, CA, 90712",Lakewood,CA,"3/6/2022, 7:00:00 PM",21-RC-291844,Union Win,"5/12/2022, 8:00:00 PM",33.853906224373176,-118.1364392945195,"4833 Candlewood Street, Lakewood, CA 90712, United States of America",,4833,Candlewood Street,,Lakewood Center,90712,Lakewood,Los Angeles County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Redondo & 7th,"3390 E. 7th Street , Long Beach, CA, 90804",Long Beach,CA,"3/6/2022, 7:00:00 PM",21-RC-291847,Union Win,"5/12/2022, 8:00:00 PM",33.77524908163266,-118.1526241632653,"3390 East 7th Street, Long Beach, CA 90804, United States of America",,3390,East 7th Street,,,90804,Long Beach,Los Angeles County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Penn Medicine Perelman Center,"3400 Civic Center Boulevard , Philadelphia, PA, 19104",Philadelphia,PA,"3/6/2022, 7:00:00 PM",04-RC-291798,Union Win,"5/24/2022, 8:00:00 PM",39.9473353,-75.1932406,"Scheie Eye Institute, 3400 Civic Center Boulevard, Philadelphia, PA 19104, United States of America",Scheie Eye Institute,3400,Civic Center Boulevard,University City,,19104,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
NE Grand and Lloyd,"525 NE Grand Avenue , Portland, OR, 97232",Portland,OR,"3/3/2022, 7:00:00 PM",19-RC-291712,Union Win,"5/16/2022, 8:00:00 PM",45.5269396,-122.6609421996735,"Starbucks, 525 Northeast Grand Avenue, Portland, OR 97232, United States of America",Starbucks,525,Northeast Grand Avenue,,Lloyd District,97232,Portland,Multnomah County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Amos Hall,"4022 Fifth Ave , Pittsburgh, PA, 15213",Pittsburgh,PA,"3/3/2022, 7:00:00 PM",06-RC-291724,Union Win,"5/5/2022, 8:00:00 PM",40.4435445,-79.9557594,"Starbucks, 4022 Fifth Avenue, Pittsburgh, PA 15213, United States of America",Starbucks,4022,Fifth Avenue,North Oakland,,15213,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5th & Oak/US Bank Tower,"555 S.W. Oak Street , Portland, OR, 97204",Portland,OR,"3/3/2022, 7:00:00 PM",19-RC-291713,Union Win,"5/16/2022, 8:00:00 PM",45.522294,-122.675073,"555 SW Oak Street, Portland, OR 97204, United States of America",,555,SW Oak Street,,Downtown,97204,Portland,Multnomah County,Oregon,OR,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
23rd & Burnside,"2328 W. Burnside, Suite #2 , Portland, OR, 97210",Portland,OR,"3/3/2022, 7:00:00 PM",19-RC-291715,Union Win,"5/16/2022, 8:00:00 PM",45.523474,-122.69997,"2328 West Burnside Street, Portland, OR 97210, United States of America",,2328,West Burnside Street,,Goose Hollow,97210,Portland,Multnomah County,Oregon,OR,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
Valley River Drive - Eugene,"1115 Valley River Dr , Eugene, OR, 97401",Eugene,OR,"2/28/2022, 7:00:00 PM",19-RC-291441,Union Win,"5/4/2022, 8:00:00 PM",44.07105008305024,-123.106106909465,"1115 Valley River Drive, Eugene, OR 97401, United States of America",,1115,Valley River Drive,,,97401,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Summit,"2 Beechwood Road , Summit, NJ, 7901",Summit,NJ,"2/28/2022, 7:00:00 PM",22-RC-291520,Union Win,"5/1/2022, 8:00:00 PM",40.717035,-74.357671,"2 Beechwood Road, Summit, NJ 07901, United States of America",,2,Beechwood Road,Overlook,,07901,Summit,Union County,New Jersey,NJ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Indian School & 107 Ave,"10585 W. Indian School Rd , Avondale, AZ, 85392",Avondale,AZ,"2/28/2022, 7:00:00 PM",28-RC-291566,Union Win,"5/4/2022, 8:00:00 PM",33.4932164,-112.286667,"Starbucks, 10585 West Indian School Road, Avondale, AZ 85392, United States of America",Starbucks,10585,West Indian School Road,,,85392,Avondale,Maricopa County,Arizona,AZ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
W. 11th & Acorn Park - Eugene,"3110 W. 11th Avenue , Eugene, OR, 97402",Eugene,OR,"2/27/2022, 7:00:00 PM",19-RC-291410,Union Win,"5/4/2022, 8:00:00 PM",44.04785379548814,-123.1387118565399,"3110 West 11th Avenue, Eugene, OR 97402, United States of America",,3110,West 11th Avenue,,,97402,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Minneapolis - 47th and Cedar,"4712 Cedar Ave , Minneapolis, MN, 55407",Minneapolis,MN,"2/27/2022, 7:00:00 PM",18-RC-291359,Union Win,"5/1/2022, 8:00:00 PM",44.917419,-93.247689,"4712 Cedar Avenue South, Minneapolis, MN 55407, United States of America",,4712,Cedar Avenue South,Minneapolis,Northrup,55407,Minneapolis,Hennepin County,Minnesota,MN,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
Cooper Point Village- Olympia,"315 Cooper Point Road NW 101, Olympia, WA, 98502",Olympia,WA,"2/24/2022, 7:00:00 PM",19-RC-291290,Union Win,"4/28/2022, 8:00:00 PM",47.047803,-122.942312,"315 Cooper Point Road NW, Olympia, WA 98502, United States of America",,315,Cooper Point Road NW,,,98502,Olympia,Thurston County,Washington,WA,United States,us,0.8,1,0.8,© OpenAddresses contributors,BSD-3-Clause License,
"7th Street & Bell, Phoenix","17045 N 7th St , Phoenix, AZ, 85022",Phoenix,AZ,"2/24/2022, 7:00:00 PM",28-RC-291280,Union Win,"5/4/2022, 8:00:00 PM",33.642016749999996,-112.0649899,"17045 North 7th Street, Phoenix, AZ 85022, United States of America",,17045,North 7th Street,The Town Square,,85022,Phoenix,Maricopa County,Arizona,AZ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 White Horse Ave,"1087 White Horse Avenue , Hamilton Township, NJ, 8610",Hamilton Township,NJ,"2/24/2022, 7:00:00 PM",22-RC-291263,Union Win,"5/1/2022, 8:00:00 PM",40.20385063636364,-74.69633493939395,"1087 White Horse Avenue, Hamilton Township, NJ 08610, United States of America",,1087,White Horse Avenue,,,08610,Hamilton Township,Mercer County,New Jersey,NJ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Holman Road,"9999 Holman Rd NW , Seattle, WA, 98117",Seattle,WA,"2/23/2022, 7:00:00 PM",19-RC-291186,Union Win,"4/28/2022, 8:00:00 PM",47.7015499,-122.3638697,"9999 Holman Road Northwest, Seattle, WA 98117, United States of America",,9999,Holman Road Northwest,Crown Hill,Greenwood,98117,Seattle,King County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2003 S. Main Street, Farmville","2003 S. Main Street , Farmville, VA, 23901",Farmville,VA,"2/23/2022, 7:00:00 PM",05-RC-291198,Union Win,"5/2/2022, 8:00:00 PM",37.27416609432396,-78.40140765035179,"2003 South Main Street, Farmville, VA 23901, United States of America",,2003,South Main Street,,The Shoppes at College Park,23901,Farmville,Prince Edward County,Virginia,VA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1980 San Marco Boulevard,"1980 San Marco Blvd. , Jacksonville, FL, 32207",Jacksonville,FL,"2/23/2022, 7:00:00 PM",12-RC-291207,Union Win,"5/9/2022, 8:00:00 PM",30.30407905,-81.65478135000001,"1980 San Marco Boulevard, Jacksonville, FL 32207, United States of America",,1980,San Marco Boulevard,,San Marco,32207,Jacksonville,Duval County,Florida,FL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Broad & Willow Lawn,"1601 Willow Lawn Dr. 700-P, Richmond, VA, 23230",Richmond,VA,"2/22/2022, 7:00:00 PM",05-RC-291103,Union Win,"4/18/2022, 8:00:00 PM",37.58194,-77.498205,"1601 Willow Lawn Drive, Richmond, VA 23230, United States of America",,1601,Willow Lawn Drive,,,23230,Richmond,Henrico County,Virginia,VA,United States,us,0.567,1,0.567,© OpenAddresses contributors,BSD-3-Clause License,
63rd & Grand,"1123 NW 63rd Avenue , Nichols Hills, OK, 73116",Nichols Hills,OK,"2/21/2022, 7:00:00 PM",14-RC-290942,Union Win,"7/24/2022, 8:00:00 PM",35.536816,-97.547528,"99999 NW 63rd St & N Pennsylvania Avenue, Nichols Hills, OK 73116, United States of America",,99999,NW 63rd St & N Pennsylvania Avenue,,,73116,Nichols Hills,Oklahoma County,Oklahoma,OK,United States,us,0.32805000000000006,1,0.6561000000000001,© OpenAddresses contributors,BSD-3-Clause License,
"Mayfield & Lee, Cleveland Hts.","3093 Mayfield Road , Cleveland Heights, OH, 44118",Cleveland Heights,OH,"2/21/2022, 7:00:00 PM",08-RC-291055,Union Win,"7/18/2022, 8:00:00 PM",41.51601214634147,-81.56880985365854,"3093 Mayfield Road, Cleveland Heights, OH 44118, United States of America",,3093,Mayfield Road,Heights Rockefeller,,44118,Cleveland Heights,Cuyahoga County,Ohio,OH,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
McDill & Crossroads,"120 Crossroads Dr , Plover, WI, 54467",Plover,WI,"2/21/2022, 7:00:00 PM",18-RC-291082,Union Win,"5/3/2022, 8:00:00 PM",44.496971,-89.5130532,"Starbucks, 120 Crossroads Drive, Village of Plover, WI 54467, United States of America",Starbucks,120,Crossroads Drive,,Crossroads Commons,54467,Village of Plover,Portage County,Wisconsin,WI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"W.117th, Clifton Blvd","11623 Clifton Boulevard , Cleveland, OH, 44102",Cleveland,OH,"2/21/2022, 7:00:00 PM",08-RC-291066,Union Win,"7/18/2022, 8:00:00 PM",41.48725224489796,-81.76781665306123,"11623 Clifton Boulevard, Cleveland, OH 44102, United States of America",,11623,Clifton Boulevard,,Edgewater,44102,Cleveland,Cuyahoga County,Ohio,OH,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kendall Square,"120 Broadway 6 Cambridge Center, Cambridge, MA, 2142",Cambridge,MA,"2/16/2022, 7:00:00 PM",01-RC-290851,Union Win,"6/29/2022, 8:00:00 PM",42.363858,-71.087833,"6 Cambridge Center, Cambridge, MA 02142, United States of America",,6,Cambridge Center,Cambridge,Area 2/MIT,02142,Cambridge,Middlesex County,Massachusetts,MA,United States,us,0.9,1,1,© OpenAddresses contributors,BSD-3-Clause License,
I-85 & Pelham Pkwy,"3905 Pelham Road , Greenville, SC, 29615",Greenville,SC,"2/15/2022, 7:00:00 PM",10-RC-290683,Union Win,"5/15/2022, 8:00:00 PM",34.85974751656606,-82.26413506193259,"3905 Pelham Road, Greenville County, SC 29615, United States of America",,3905,Pelham Road,,,29615,,Greenville County,South Carolina,SC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
San Jose Blvd & Ricky Drive,"11441 San Jose Blvd , Jacksonville, FL, 32223",Jacksonville,FL,"2/15/2022, 7:00:00 PM",12-RC-290746,Union Win,"5/9/2022, 8:00:00 PM",30.166128,-81.632183,"11441 San Jose Boulevard, Jacksonville, FL 32223, United States of America",,11441,San Jose Boulevard,,,32223,Jacksonville,Duval County,Florida,FL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Massapequa Village Square,"4301 Merrick Road , Massapequa, NY, 11758",Massapequa,NY,"2/15/2022, 7:00:00 PM",29-RC-290794,Union Win,"5/2/2022, 8:00:00 PM",40.6670103,-73.4748564,"4301 Merrick Road, Massapequa, NY 11758, United States of America",,4301,Merrick Road,,,11758,Massapequa,Nassau County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Carytown,"3555 West Cary St , Richmond, VA, 23221",Richmond,VA,"2/14/2022, 7:00:00 PM",05-RC-290586,Union Win,"6/29/2022, 8:00:00 PM",37.55569171422182,-77.48810611621833,"3555 West Cary Street, Richmond, VA 23221, United States of America",,3555,West Cary Street,Carytown,Museum District,23221,Richmond,,Virginia,VA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pike Street Roastery,"1124 Pike St , Seattle, WA, 98101",Seattle,WA,"2/13/2022, 7:00:00 PM",19-RC-290608,Union Win,"4/20/2022, 8:00:00 PM",47.6140077,-122.32833038964822,"Starbucks Reserve, 1124 Pike Street, Seattle, WA 98101, United States of America",Starbucks Reserve,1124,Pike Street,Central Business District,First Hill,98101,Seattle,King County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arthur Ashe Blvd & Myers,"1017 N Boulevard , Richmond, VA, 23230",Richmond,VA,"2/13/2022, 7:00:00 PM",05-RC-290507,Union Win,"6/29/2022, 8:00:00 PM",37.5643387,-77.4689246,"Starbucks, 1017 North Arthur Ashe Boulevard, Richmond, VA 23230, United States of America",Starbucks,1017,North Arthur Ashe Boulevard,Scott's Addition,Scott's Addition,23230,Richmond,City of Richmond,Virginia,VA,United States,us,0.3969,1,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Bridges Roanoke,"8 Old Whitmore Ave , Roanoke, VA, 24016",Roanoke,VA,"2/13/2022, 7:00:00 PM",10-RC-290521,Union Win,"6/26/2022, 8:00:00 PM",37.256824,-79.941271,"8 Old Whitmore Avenue SE, Roanoke, VA 24016, United States of America",,8,Old Whitmore Avenue SE,,,24016,Roanoke,City of Roanoke,Virginia,VA,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
